GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Accept
3.51,1059,18,0,4,4,8,7,1,2,1,0,0,0,0,0,1,0
3.81,1309,18,1,7,6,5,9,0,0,1,0,0,0,1,0,0,1
3.5,1022,19,1,5,5,7,6,0,2,0,0,1,0,0,0,0,0
3.26,1131,19,1,7,8,7,5,0,1,1,1,0,0,0,0,0,1
3.8,1026,22,0,6,7,5,7,0,3,1,0,0,0,1,0,0,1
2.66,1189,19,1,9,6,6,5,0,0,0,0,0,0,0,1,0,0
4.0,1032,18,1,7,10,8,4,0,1,0,0,0,0,0,1,0,1
2.2,1281,18,0,7,6,7,6,0,0,1,0,1,0,0,0,0,0
3.07,1191,20,0,4,6,8,6,0,1,0,0,0,0,1,0,0,0
2.93,1393,20,0,10,5,4,3,1,1,0,1,0,0,0,0,0,1
3.25,1104,17,0,10,7,6,6,1,1,0,0,1,0,0,0,0,1
3.0,1198,18,0,6,3,8,7,0,3,1,0,0,0,0,0,1,0
3.31,1469,18,0,6,9,7,8,0,0,0,0,1,0,0,0,0,1
2.35,1353,17,0,6,6,5,5,0,2,1,0,0,0,0,1,0,0
3.22,1120,19,1,7,4,9,9,0,3,0,0,0,0,0,0,1,1
3.74,1326,18,1,10,7,4,5,0,3,0,0,0,0,0,0,1,1
2.59,1171,18,0,6,7,5,7,1,0,0,0,0,0,0,1,0,0
2.69,1218,23,0,6,7,9,5,0,3,0,0,0,0,0,1,0,0
2.71,1264,18,0,7,9,5,7,0,0,0,1,0,0,0,0,0,0
2.6,1336,17,1,7,5,8,7,0,2,0,0,0,1,0,0,0,0
3.32,1000,17,1,8,5,9,5,0,1,0,0,1,0,0,0,0,0
2.36,1346,17,1,5,5,10,8,1,2,0,0,0,1,0,0,0,0
3.11,1292,18,1,6,6,7,6,0,0,0,0,0,0,0,1,0,1
3.25,1039,18,0,4,4,4,10,0,0,1,0,0,1,0,0,0,0
3.32,1176,21,0,5,7,7,7,0,2,0,0,0,1,0,0,0,1
3.53,1182,20,0,8,7,7,5,0,1,0,0,0,0,0,0,1,1
3.44,1187,18,0,6,7,8,7,0,1,1,0,0,0,0,0,1,1
2.96,1358,17,0,7,10,7,8,0,1,1,0,1,0,0,0,0,1
3.27,1242,23,0,7,4,7,8,0,1,1,0,1,0,0,0,0,1
3.67,912,17,0,8,3,6,8,0,3,1,0,0,0,0,1,0,0
3.6,1341,17,0,8,5,10,7,0,1,0,1,0,0,0,0,0,1
3.35,1172,17,1,4,9,10,6,1,0,0,0,0,0,0,1,0,1
2.7,1173,19,1,6,9,7,7,0,0,0,0,0,0,1,0,0,0
4.0,1389,19,1,8,7,6,6,0,0,0,1,0,0,0,0,0,1
2.51,1152,20,0,4,8,3,7,0,1,0,0,1,0,0,0,0,0
4.0,1167,17,1,8,9,4,9,0,0,0,0,0,0,0,0,1,1
3.11,1054,17,0,6,7,10,9,1,0,0,0,0,0,0,1,0,1
3.05,1273,17,1,7,6,8,5,0,1,0,0,0,0,0,0,1,1
3.29,1134,17,0,4,10,10,6,0,0,1,0,0,1,0,0,0,1
3.86,1365,18,0,4,10,10,5,0,3,0,1,0,0,0,0,0,1
3.36,1123,18,0,6,6,5,9,0,1,1,0,0,0,0,0,1,1
3.07,1149,19,0,6,3,6,6,0,1,0,0,0,0,1,0,0,0
3.08,1352,17,0,4,8,9,7,0,0,1,0,0,1,0,0,0,1
3.55,1117,18,1,7,3,9,5,1,2,0,0,0,0,1,0,0,1
3.0,1165,17,1,9,9,5,6,0,0,1,0,0,0,1,0,0,1
2.48,1023,19,1,5,9,9,9,0,3,0,0,0,0,1,0,0,0
2.27,1354,19,0,4,3,9,7,0,1,0,0,1,0,0,0,0,0
3.33,1162,18,0,8,8,5,6,0,2,0,0,0,0,0,0,1,1
2.77,1434,19,1,5,6,4,6,0,2,1,0,0,0,0,1,0,0
4.0,1291,25,1,9,6,4,3,0,0,0,0,1,0,0,0,0,1
2.91,1122,18,1,6,7,6,6,0,0,0,1,0,0,0,0,0,0
2.73,854,17,0,6,8,6,5,0,1,0,1,0,0,0,0,0,0
2.27,1187,18,0,10,6,6,4,0,1,0,0,0,0,1,0,0,0
3.4,1464,21,0,8,5,4,8,1,1,0,0,1,0,0,0,0,1
2.64,1171,17,0,3,8,7,3,0,2,1,1,0,0,0,0,0,0
3.43,1328,23,0,6,7,7,6,0,1,0,0,0,0,0,1,0,1
3.23,1273,17,1,8,8,9,4,0,0,0,0,1,0,0,0,0,1
3.31,1215,18,1,8,8,7,6,1,1,0,0,1,0,0,0,0,1
3.29,1081,17,1,6,7,3,4,0,2,0,1,0,0,0,0,0,0
3.28,1305,18,1,7,8,3,7,0,2,0,1,0,0,0,0,0,1
3.25,1179,18,0,10,10,3,6,1,0,0,0,0,0,1,0,0,1
3.52,1415,17,1,8,9,8,5,0,2,1,0,1,0,0,0,0,1
4.0,1232,18,1,5,5,6,2,0,0,0,0,0,0,0,1,0,1
3.79,989,18,1,5,6,7,8,0,2,0,0,0,0,0,0,1,1
3.2,1136,24,1,7,6,7,5,0,1,0,0,0,0,0,1,0,0
2.51,1160,18,1,6,7,6,5,0,1,0,0,0,0,0,1,0,0
2.45,948,18,0,5,7,6,3,0,2,0,1,0,0,0,0,0,0
3.37,1101,17,1,7,3,6,2,1,0,1,0,0,1,0,0,0,0
2.82,1447,17,1,6,7,9,4,0,2,1,0,0,1,0,0,0,1
3.98,1133,17,1,5,9,6,6,0,1,1,1,0,0,0,0,0,1
3.24,1120,18,0,7,9,2,3,0,0,0,0,0,0,0,1,0,0
2.76,1185,19,1,9,8,2,6,0,0,0,0,0,0,0,0,1,0
2.66,1256,17,0,7,9,8,5,0,0,0,0,1,0,0,0,0,0
2.0,1111,24,1,7,4,10,4,0,3,0,0,0,1,0,0,0,0
3.29,800,21,1,9,10,10,5,0,0,0,1,0,0,0,0,0,0
2.96,1318,18,0,7,5,8,3,0,1,1,0,1,0,0,0,0,0
2.37,1392,18,0,4,8,5,5,1,1,0,0,1,0,0,0,0,0
3.27,1078,19,0,6,6,4,6,0,0,0,0,0,0,0,0,1,0
2.97,884,17,0,2,9,2,5,0,2,0,1,0,0,0,0,0,0
3.69,1187,21,0,4,8,3,6,1,3,1,0,0,0,0,0,1,1
3.06,1187,19,1,8,5,6,4,0,0,1,0,0,0,0,1,0,0
3.32,1114,18,1,4,10,2,4,1,1,0,1,0,0,0,0,0,0
2.77,941,17,1,8,3,5,1,1,0,0,0,0,0,0,1,0,0
2.6,1048,18,1,7,5,5,9,0,3,1,0,0,0,0,0,1,0
3.31,1182,17,0,6,5,5,8,0,2,1,0,0,1,0,0,0,1
4.0,1041,19,0,5,8,6,9,0,1,0,0,1,0,0,0,0,1
2.94,1044,23,1,8,7,8,6,1,2,0,0,0,0,1,0,0,0
2.89,1344,19,1,6,10,6,4,1,0,0,0,0,1,0,0,0,1
2.6,1405,18,0,5,6,2,6,1,1,0,1,0,0,0,0,0,0
3.22,899,18,1,8,8,6,7,0,1,0,0,0,1,0,0,0,0
3.83,1269,18,0,6,7,9,7,0,1,0,0,0,0,0,0,1,1
3.64,1188,24,0,5,8,6,6,0,0,0,0,0,0,1,0,0,1
3.37,1279,17,1,6,4,6,10,0,0,0,0,1,0,0,0,0,1
3.72,979,17,0,9,4,6,3,0,1,0,0,0,0,0,1,0,0
3.06,1082,19,1,7,8,6,5,1,1,0,0,0,0,0,1,0,0
3.02,1391,18,0,6,1,2,1,0,2,0,1,0,0,0,0,0,0
2.86,1094,18,0,6,5,7,10,0,0,1,0,0,0,1,0,0,0
3.82,1407,18,0,7,8,4,10,0,1,1,0,0,1,0,0,0,1
3.89,1254,17,1,7,6,7,10,0,3,0,0,0,1,0,0,0,1
3.17,1058,18,1,10,6,2,4,0,1,1,0,1,0,0,0,0,0
2.34,1175,17,0,4,7,7,6,0,1,0,0,0,0,0,1,0,0
3.91,800,18,1,8,6,8,6,0,0,0,0,0,0,0,1,0,0
3.59,938,17,0,6,6,7,5,0,0,0,1,0,0,0,0,0,0
4.0,1185,18,1,6,3,5,7,0,0,0,0,1,0,0,0,0,1
4.0,982,18,1,9,4,7,7,0,0,0,0,0,0,0,0,1,1
2.92,1369,18,0,9,10,7,8,0,0,0,1,0,0,0,0,0,1
2.44,1303,18,1,3,4,7,7,0,0,0,1,0,0,0,0,0,0
4.0,1306,18,0,4,7,5,6,0,2,1,0,0,0,0,1,0,1
3.28,1318,18,1,6,8,5,8,0,1,1,0,0,0,1,0,0,1
3.78,1517,18,0,5,3,6,5,0,2,0,1,0,0,0,0,0,1
4.0,1178,18,1,6,8,7,6,0,1,0,0,0,0,1,0,0,1
3.44,1200,23,0,8,10,6,10,0,0,0,1,0,0,0,0,0,1
3.2,1022,17,0,7,7,4,10,0,2,0,0,0,0,0,1,0,0
3.2,1248,25,1,8,5,5,6,0,0,1,0,0,0,0,0,1,1
3.12,1029,17,1,6,9,6,7,0,0,0,0,1,0,0,0,0,0
3.07,1032,17,0,6,8,2,5,0,0,0,0,1,0,0,0,0,0
3.14,1141,18,1,5,8,7,6,0,1,0,0,0,0,0,1,0,0
3.62,1524,18,0,7,7,7,5,0,0,0,0,0,0,1,0,0,1
3.6,1212,17,1,6,4,5,9,0,0,0,0,0,0,1,0,0,1
4.0,1306,18,0,5,8,8,6,0,2,1,0,0,0,1,0,0,1
3.4,1382,18,1,7,7,5,7,0,2,1,0,0,0,0,1,0,1
3.47,1213,23,0,9,4,7,5,0,0,0,0,0,1,0,0,0,1
3.24,1321,17,1,5,7,6,9,0,0,0,0,0,0,0,1,0,1
4.0,1099,17,0,7,6,5,8,0,0,1,1,0,0,0,0,0,1
3.13,1260,18,1,8,9,5,9,0,2,0,0,0,0,0,0,1,1
2.91,1472,17,1,9,6,8,7,0,2,0,0,1,0,0,0,0,1
3.05,1112,18,1,7,7,5,8,0,1,0,0,0,0,0,1,0,0
3.52,1410,18,1,6,6,9,7,0,0,1,0,0,0,1,0,0,1
3.43,1303,19,1,7,4,5,7,0,2,0,0,0,1,0,0,0,1
3.19,928,18,0,4,7,1,2,0,2,0,0,0,0,1,0,0,0
2.9,995,17,1,8,6,4,10,0,2,0,1,0,0,0,0,0,0
3.78,1278,18,1,9,7,7,5,0,0,0,1,0,0,0,0,0,1
3.36,1288,18,0,9,6,7,7,0,0,0,0,0,0,0,0,1,1
3.66,1235,18,0,6,4,3,7,0,1,0,0,0,1,0,0,0,1
3.38,1040,17,1,5,6,6,6,0,1,0,0,0,0,1,0,0,0
3.34,1162,18,0,6,7,6,8,0,0,1,0,1,0,0,0,0,1
4.0,1119,17,0,5,5,7,6,1,2,1,0,0,0,0,1,0,1
3.29,1343,18,1,5,10,5,8,0,2,0,0,0,0,0,0,1,1
2.73,1155,18,1,4,6,7,6,0,0,0,1,0,0,0,0,0,0
3.7,1274,18,1,2,9,9,7,1,0,0,1,0,0,0,0,0,1
3.27,1077,18,1,10,9,5,8,0,0,0,1,0,0,0,0,0,1
3.43,1112,17,1,6,8,7,7,0,1,1,0,0,0,1,0,0,1
3.23,1232,17,1,4,5,7,4,1,0,0,0,0,0,1,0,0,0
2.54,1157,17,0,9,7,1,6,1,3,0,0,0,1,0,0,0,0
4.0,913,18,0,4,5,6,10,0,0,1,0,0,1,0,0,0,1
3.58,1302,18,1,8,8,9,4,0,2,0,0,0,0,0,1,0,1
3.22,1128,17,0,5,7,10,3,0,2,1,0,1,0,0,0,0,0
2.45,933,17,0,5,4,6,2,0,1,0,1,0,0,0,0,0,0
3.29,1078,18,0,6,5,4,5,0,1,1,0,0,0,0,0,1,0
2.84,1270,18,0,4,7,8,8,0,0,0,0,1,0,0,0,0,1
3.21,1325,18,0,6,8,3,4,0,1,0,0,0,1,0,0,0,1
3.34,1139,17,0,8,6,6,5,0,0,0,0,0,1,0,0,0,1
2.91,1064,18,1,9,7,6,3,1,1,0,0,0,1,0,0,0,0
2.96,1238,18,0,10,8,5,7,0,0,0,0,0,0,0,1,0,1
3.5,1334,18,0,10,9,4,3,0,1,0,0,0,0,0,0,1,1
2.53,1290,18,1,8,10,7,6,1,0,0,0,1,0,0,0,0,1
3.69,1051,17,0,7,8,10,7,0,1,1,0,0,0,0,1,0,1
2.34,872,23,0,4,6,7,3,0,3,0,0,0,0,0,0,1,0
2.94,1295,17,0,8,9,9,7,0,0,1,0,0,0,0,0,1,1
3.12,1032,17,0,5,9,8,8,0,2,0,0,0,0,0,1,0,0
3.27,1042,25,1,3,9,4,9,0,1,0,0,0,1,0,0,0,0
2.54,1362,17,0,3,8,5,4,0,0,0,0,1,0,0,0,0,0
3.21,931,18,0,7,6,9,7,0,0,1,1,0,0,0,0,0,0
3.73,1051,17,0,2,9,8,9,1,1,1,0,1,0,0,0,0,1
3.09,1414,17,0,5,8,4,7,0,3,1,0,0,0,0,0,1,1
4.0,1152,17,1,7,9,5,10,0,1,0,0,0,0,0,0,1,1
2.84,1411,17,1,2,5,6,10,0,1,0,0,0,0,1,0,0,1
3.49,896,18,0,9,6,6,5,0,2,0,0,0,0,0,0,1,0
4.0,1155,18,0,5,4,7,4,0,0,0,0,0,0,0,1,0,1
3.26,1273,17,0,5,5,6,6,1,2,0,0,0,1,0,0,0,1
3.23,1222,18,0,10,7,7,7,0,1,0,0,0,0,0,1,0,1
2.65,1310,18,1,3,2,10,6,0,1,0,0,0,1,0,0,0,0
3.32,1232,18,0,6,6,7,6,0,2,0,0,0,1,0,0,0,1
4.0,1199,18,0,7,4,8,10,1,0,0,0,0,0,1,0,0,1
3.75,1030,18,1,7,4,6,7,0,1,0,0,0,0,0,1,0,1
3.26,1006,18,1,5,5,4,6,0,0,1,1,0,0,0,0,0,0
2.64,1263,17,1,6,10,8,6,1,1,0,0,0,0,1,0,0,1
3.19,800,18,0,6,5,8,8,0,0,0,0,1,0,0,0,0,0
2.56,1114,19,1,4,6,6,6,0,2,1,0,1,0,0,0,0,0
2.91,1302,19,1,5,10,5,5,0,0,0,0,0,1,0,0,0,1
3.45,1294,17,1,8,7,6,7,0,0,0,1,0,0,0,0,0,1
2.98,1266,17,0,4,6,7,6,0,0,0,1,0,0,0,0,0,0
3.13,1550,18,1,6,6,5,3,0,2,0,0,0,0,0,1,0,1
2.72,1210,19,1,4,4,6,5,0,0,0,0,0,1,0,0,0,0
3.4,1486,20,0,7,3,7,5,0,1,0,0,0,0,0,0,1,1
2.44,1072,18,0,7,6,7,8,0,1,0,0,0,1,0,0,0,0
3.44,1300,17,1,7,9,8,6,0,3,0,0,0,0,1,0,0,1
2.81,1140,18,0,4,8,5,8,1,1,0,0,0,0,1,0,0,0
3.54,1184,18,0,9,6,5,6,0,1,0,0,1,0,0,0,0,1
3.25,1163,17,1,10,6,5,10,1,1,1,0,0,0,0,1,0,1
3.5,965,20,0,7,8,7,10,0,1,0,0,0,0,0,1,0,1
3.65,1275,18,1,5,6,6,8,0,1,0,0,1,0,0,0,0,1
3.4,1302,21,0,8,5,7,5,1,0,0,0,1,0,0,0,0,1
3.66,1268,18,1,10,7,4,7,0,0,0,0,0,0,0,0,1,1
3.0,1156,24,0,4,6,5,6,0,1,0,0,1,0,0,0,0,0
3.39,1221,18,1,8,9,6,8,1,2,0,0,1,0,0,0,0,1
2.7,1017,18,1,5,9,6,6,0,0,0,0,0,0,0,0,1,0
3.03,1251,19,0,7,4,7,1,0,1,0,0,1,0,0,0,0,0
2.96,1330,20,0,9,1,4,6,0,2,1,0,0,1,0,0,0,0
2.64,1325,18,0,7,7,9,8,0,1,1,0,0,0,1,0,0,1
3.4,1260,17,0,6,3,7,3,0,2,0,0,0,0,0,0,1,0
3.27,1293,18,1,6,8,7,10,0,1,0,0,0,1,0,0,0,1
3.1,1226,18,0,7,8,7,6,0,0,0,0,0,1,0,0,0,1
3.22,918,18,1,6,6,9,7,0,0,1,0,1,0,0,0,0,0
2.57,1384,18,0,9,7,7,5,0,3,0,0,0,0,0,0,1,1
3.76,1143,25,0,7,6,4,8,0,1,0,0,1,0,0,0,0,1
3.2,1318,18,1,8,6,8,5,0,1,0,0,0,0,0,0,1,1
2.46,1156,17,0,5,5,7,8,0,3,1,0,0,0,1,0,0,0
2.55,1138,24,0,5,7,7,10,0,1,0,0,0,0,1,0,0,0
2.95,1279,20,0,8,8,6,6,0,1,1,0,0,0,0,1,0,1
3.01,1075,17,1,7,6,8,4,1,2,0,1,0,0,0,0,0,0
3.68,1371,24,1,8,9,7,8,0,0,1,0,0,0,0,1,0,1
3.5,1108,17,0,8,5,7,7,0,2,0,0,0,0,1,0,0,1
4.0,1217,18,0,10,7,8,7,0,0,0,0,0,1,0,0,0,1
3.37,1213,18,0,8,6,6,9,0,1,0,0,1,0,0,0,0,1
3.17,1277,19,1,4,5,5,6,0,1,0,0,1,0,0,0,0,0
2.88,1219,17,0,5,7,5,8,0,3,0,0,0,0,0,1,0,0
3.89,1017,18,0,7,7,4,7,0,0,1,0,0,1,0,0,0,1
3.09,1258,18,0,5,4,5,6,0,1,1,0,0,0,1,0,0,0
3.08,1326,17,1,9,5,7,7,0,3,0,0,0,0,0,0,1,1
3.81,1243,17,0,5,5,5,7,1,1,1,0,0,0,0,0,1,1
3.54,1201,23,0,6,2,9,8,0,3,1,0,1,0,0,0,0,1
3.49,1415,18,0,5,6,6,6,0,0,0,0,0,0,1,0,0,1
3.64,1245,18,0,9,7,8,6,0,3,0,0,0,0,1,0,0,1
3.22,1112,18,0,6,4,5,10,0,1,0,0,0,0,0,0,1,0
2.79,1074,19,1,6,7,7,7,0,0,0,0,0,0,0,1,0,0
3.41,1180,17,0,10,5,3,10,0,3,0,0,0,0,0,0,1,1
2.92,976,19,1,5,4,9,9,0,1,0,0,0,0,0,1,0,0
2.89,1357,18,1,8,7,8,9,0,0,0,0,0,0,1,0,0,1
3.43,1047,19,1,10,6,9,8,0,0,0,0,1,0,0,0,0,1
3.97,1135,18,1,8,6,8,7,1,1,0,0,0,0,1,0,0,1
2.48,1061,18,0,3,5,5,6,0,0,0,0,0,0,1,0,0,0
2.67,1292,20,1,4,6,5,6,1,3,1,0,1,0,0,0,0,0
2.59,873,18,1,8,6,8,7,1,0,0,1,0,0,0,0,0,0
3.7,1230,17,1,4,6,5,9,0,2,0,0,0,0,0,1,0,1
2.6,1225,21,0,7,5,4,5,0,0,1,0,1,0,0,0,0,0
3.66,1150,19,1,8,10,6,6,1,2,1,1,0,0,0,0,0,1
3.65,1014,18,1,4,6,6,8,0,0,1,0,0,0,0,1,0,0
3.85,1100,17,0,9,10,9,8,0,0,0,0,0,0,1,0,0,1
2.78,1306,18,1,8,9,6,8,0,2,1,0,0,0,1,0,0,1
3.42,1354,19,1,6,1,6,4,0,1,0,0,1,0,0,0,0,1
3.32,1306,18,1,7,8,6,5,1,0,0,0,1,0,0,0,0,1
2.5,1266,18,0,7,6,7,6,0,0,0,0,0,0,0,1,0,0
3.15,1241,17,1,7,3,8,8,0,0,0,1,0,0,0,0,0,1
4.0,1035,17,1,5,10,10,8,0,0,0,0,0,0,0,1,0,1
2.3,1214,17,1,5,8,8,6,0,0,0,0,0,0,1,0,0,0
3.27,1358,20,0,5,5,5,4,0,2,0,0,1,0,0,0,0,1
2.94,1278,24,1,8,5,6,4,0,2,1,0,0,0,0,0,1,0
3.98,1399,18,0,8,7,4,4,0,0,1,0,0,0,0,1,0,1
3.47,1159,18,0,9,9,9,5,0,2,0,0,1,0,0,0,0,1
3.62,873,18,0,6,7,7,5,0,0,1,0,0,0,0,0,1,0
3.42,994,18,0,7,7,7,6,0,1,1,0,1,0,0,0,0,0
3.77,1211,18,0,3,6,3,6,0,0,0,1,0,0,0,0,0,1
3.36,1131,18,0,7,8,6,6,0,0,0,0,1,0,0,0,0,1
3.26,1172,17,1,5,6,8,8,0,1,0,0,0,1,0,0,0,1
4.0,1219,19,0,8,8,5,8,0,0,0,0,0,0,0,1,0,1
3.91,1505,19,0,3,6,2,7,0,0,1,1,0,0,0,0,0,1
3.06,1355,17,0,5,5,8,9,0,2,0,0,0,0,0,0,1,1
2.9,1430,18,1,4,7,6,7,0,0,0,0,1,0,0,0,0,1
3.25,1198,22,1,5,9,7,10,0,0,0,0,0,1,0,0,0,1
3.6,1112,17,1,6,8,3,5,0,1,1,1,0,0,0,0,0,0
3.48,1107,18,0,5,7,7,7,0,0,0,0,0,0,1,0,0,1
2.31,1345,17,0,5,10,4,6,0,1,0,1,0,0,0,0,0,0
2.4,1410,17,1,5,7,8,10,0,1,0,0,0,0,1,0,0,1
3.26,1020,20,1,6,5,5,10,0,2,0,0,0,1,0,0,0,0
3.74,1352,23,1,7,6,6,7,0,3,0,0,0,0,0,0,1,1
2.45,1233,18,0,8,6,9,6,1,1,1,0,0,0,0,0,1,0
3.24,1349,19,0,7,9,7,6,0,2,0,0,0,1,0,0,0,1
2.99,1488,18,1,10,8,6,5,1,1,0,0,1,0,0,0,0,1
2.71,1334,17,1,7,3,4,4,0,1,1,1,0,0,0,0,0,0
2.22,1027,17,0,9,8,4,10,0,3,0,0,0,1,0,0,0,0
3.38,1168,18,0,7,7,8,9,1,0,0,0,1,0,0,0,0,1
3.95,1165,18,1,7,6,6,7,0,1,0,0,0,0,0,1,0,1
2.99,1148,19,0,7,7,7,8,0,2,0,0,0,0,1,0,0,1
2.81,1228,19,1,6,2,7,9,0,0,0,0,0,0,1,0,0,0
2.22,1314,20,1,5,6,4,8,0,0,0,0,1,0,0,0,0,0
3.19,1040,18,1,8,8,9,2,0,2,0,0,0,0,0,1,0,0
2.79,1174,19,0,7,5,7,5,0,1,1,0,1,0,0,0,0,0
3.26,1109,19,0,6,5,6,7,1,3,0,0,0,1,0,0,0,0
3.09,1550,18,0,8,8,5,6,0,1,0,0,0,0,0,1,0,1
2.96,1418,17,1,7,9,8,6,0,0,1,0,0,0,0,1,0,1
2.74,1528,19,1,6,9,8,6,1,1,0,0,0,0,1,0,0,1
2.5,1022,19,0,8,3,9,4,0,3,1,0,0,1,0,0,0,0
3.52,1222,17,1,8,9,2,10,0,0,1,0,0,1,0,0,0,1
3.16,1600,18,1,10,8,7,8,1,0,1,0,0,1,0,0,0,1
2.94,1230,18,0,6,4,8,3,0,1,1,0,0,0,0,1,0,0
2.02,1181,17,1,6,9,8,8,1,1,0,0,1,0,0,0,0,0
2.86,1487,17,0,6,6,9,9,0,0,0,0,0,0,1,0,0,1
2.75,1178,17,1,7,9,5,1,1,0,1,1,0,0,0,0,0,0
2.92,1148,17,1,8,10,8,9,0,0,0,0,0,1,0,0,0,1
3.34,1411,18,1,10,9,6,5,0,1,0,0,0,0,0,1,0,1
3.55,1229,17,0,5,10,4,9,0,1,0,0,0,1,0,0,0,1
3.56,1161,17,0,6,5,7,5,1,1,1,0,0,0,0,0,1,1
4.0,996,17,0,2,6,7,7,0,0,0,1,0,0,0,0,0,1
3.46,978,18,0,5,6,6,4,0,2,0,1,0,0,0,0,0,0
2.76,1070,18,1,7,7,6,5,0,1,1,0,0,0,1,0,0,0
3.34,1125,19,1,8,9,7,4,1,2,0,1,0,0,0,0,0,1
3.42,1277,20,0,7,8,6,3,0,0,0,1,0,0,0,0,0,1
2.74,1365,17,1,5,9,10,8,0,0,1,0,0,0,1,0,0,1
3.89,1298,17,0,8,8,5,4,0,0,1,0,0,0,1,0,0,1
3.34,1492,18,0,8,5,10,6,1,0,1,1,0,0,0,0,0,1
2.54,1221,17,0,5,3,4,9,1,1,0,0,0,0,0,0,1,0
2.95,1330,18,1,7,6,8,7,0,0,0,0,0,0,1,0,0,1
3.12,1262,20,1,5,4,2,9,0,1,1,0,0,0,1,0,0,0
3.84,1037,18,0,8,3,10,5,0,2,0,0,0,0,1,0,0,1
3.62,1135,19,1,5,6,6,9,1,0,0,0,1,0,0,0,0,1
4.0,1254,20,0,7,8,6,8,0,0,0,0,0,1,0,0,0,1
3.34,1033,19,0,6,10,7,5,0,1,0,1,0,0,0,0,0,0
3.33,1128,18,1,9,3,4,4,0,0,0,0,0,1,0,0,0,0
2.82,948,18,1,6,7,9,7,0,0,0,0,0,0,1,0,0,0
3.27,1195,19,1,7,9,8,10,0,2,0,0,1,0,0,0,0,1
2.83,856,17,1,8,6,5,10,0,2,0,0,0,1,0,0,0,0
2.96,1170,23,1,6,7,8,4,0,0,1,1,0,0,0,0,0,0
2.77,1147,18,1,8,7,7,7,0,0,0,0,0,0,1,0,0,0
3.07,1010,17,0,7,10,6,7,0,2,0,0,0,0,1,0,0,0
2.77,1169,18,0,9,7,6,4,0,2,1,1,0,0,0,0,0,0
3.31,992,20,0,6,9,5,6,1,1,0,1,0,0,0,0,0,0
3.22,1343,21,0,3,5,7,8,0,2,0,0,0,0,0,0,1,1
3.37,800,18,1,9,6,5,6,0,1,0,0,1,0,0,0,0,0
3.17,1383,17,1,5,7,8,6,0,1,0,0,0,0,0,1,0,1
3.21,1255,17,0,9,8,6,6,0,2,0,0,0,0,0,1,0,1
4.0,1415,18,1,4,6,4,10,0,0,0,0,1,0,0,0,0,1
4.0,1060,17,1,3,3,7,5,0,2,0,0,1,0,0,0,0,0
3.8,1467,17,0,5,6,5,5,0,1,1,1,0,0,0,0,0,1
3.5,1169,18,0,7,7,10,10,1,2,0,0,0,0,1,0,0,1
3.78,1227,18,1,7,4,8,10,0,1,0,0,1,0,0,0,0,1
2.6,1244,22,0,5,9,6,4,0,0,1,0,1,0,0,0,0,0
2.76,1090,20,1,9,9,8,8,0,0,0,0,0,0,0,0,1,1
3.89,1172,18,0,5,5,6,7,0,2,0,0,0,1,0,0,0,1
3.19,1322,18,1,3,5,8,7,1,1,0,0,0,0,1,0,0,1
3.26,1267,17,0,8,8,4,10,0,1,0,0,0,0,0,1,0,1
2.97,1028,18,1,7,7,3,7,1,0,1,0,0,0,0,1,0,0
3.1,922,18,1,10,7,6,7,1,1,1,0,0,0,1,0,0,0
3.84,964,18,1,9,6,8,5,0,1,0,0,0,0,0,0,1,1
3.85,1044,18,1,9,6,6,5,1,1,0,0,0,0,0,1,0,1
2.86,1280,20,0,8,5,8,8,0,1,0,1,0,0,0,0,0,1
2.15,1011,19,1,5,9,10,5,0,0,0,0,1,0,0,0,0,0
3.04,1174,19,0,7,8,10,4,0,2,1,0,0,0,1,0,0,1
3.41,1054,19,0,6,6,8,4,0,0,1,0,0,1,0,0,0,0
3.06,1075,17,1,7,9,7,3,1,1,0,0,0,0,1,0,0,0
3.18,1022,18,1,8,2,6,3,0,0,0,0,0,0,1,0,0,0
3.84,1106,17,0,4,8,3,9,0,0,0,0,1,0,0,0,0,1
3.15,1434,23,0,6,9,10,8,0,0,1,0,0,0,0,1,0,1
3.22,1033,17,1,6,5,8,9,0,0,0,1,0,0,0,0,0,0
2.27,1199,17,0,6,8,4,6,0,0,1,0,0,0,1,0,0,0
3.3,918,18,1,6,5,4,1,0,1,0,0,0,1,0,0,0,0
2.56,893,18,0,7,2,6,6,1,2,0,0,1,0,0,0,0,0
3.39,1322,18,1,5,7,5,9,0,1,0,1,0,0,0,0,0,1
3.15,1259,17,0,6,9,9,10,1,2,1,0,0,1,0,0,0,1
2.98,1182,19,1,3,8,5,7,0,0,1,0,1,0,0,0,0,0
3.39,1175,18,1,9,4,6,6,0,0,1,0,0,0,0,1,0,1
2.88,1368,20,0,9,8,5,4,0,0,0,0,0,0,0,1,0,1
2.72,1358,20,1,8,5,8,10,0,2,0,0,0,0,0,0,1,1
2.88,996,24,0,9,9,5,9,1,0,1,0,0,1,0,0,0,0
3.63,800,18,1,6,4,6,6,0,1,0,1,0,0,0,0,0,0
